anime_id,Name,Score,Genres,English name,Episodes
277,Mahoromatic: Motto Utsukushii Mono,7.17,"Military, Sci-Fi, Comedy, Drama, Romance, Ecchi",Mahoromatic ~Something More Beautiful~,14
278,Viewtiful Joe,6.75,"Action, Sci-Fi, Comedy, Shounen",Unknown,51
279,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,7.15,"Fantasy, Historical, Horror, Mystery, Psychological, Supernatural",Requiem from the Darkness,13
280,Animal Yokochou,6.83,"Adventure, Comedy, Fantasy, Shoujo",Animal Lane,51
281,Akane Maniax,5.74,"Comedy, Mecha, Romance",Unknown,3
282,Angel Heart,7.3,"Action, Mystery, Drama, Romance, Seinen",Unknown,50
283,Akage no Anne,7.7,"Slice of Life, Historical, Drama",Anne of Green Gables,50
284,Area 88 (TV),7.03,"Action, Drama, Military, Romance, Shounen",Unknown,12
285,Argento Soma,6.8,"Action, Adventure, Drama, Mecha, Military, Sci-Fi",Unknown,25
286,B'T X,7.05,"Adventure, Mecha, Sci-Fi, Shounen",Unknown,25
287,Grappler Baki (TV),7.44,"Action, Sports, Martial Arts, Shounen",Unknown,24
288,Bakuten Shoot Beyblade,6.73,"Action, Sci-Fi, Adventure, Comedy, Sports, Shounen",Beyblade,51
289,Comic Party,6.59,"Comedy, Drama",Comic Party,13
290,Seikai no Monshou,7.69,"Action, Military, Sci-Fi, Space, Romance",Crest of the Stars,13
291,D.C.S.S: Da Capo Second Season,7.01,"Comedy, Harem, Romance, Supernatural, Drama",D.C.S.S. ~Da Capo Second Season~,26
292,Dear Boys,6.85,"Drama, Shounen, Sports",Hoop Days,26
293,Di Gi Charat,6.73,"Comedy, Fantasy, Sci-Fi",Unknown,16
294,Divergence Eve,5.93,"Adventure, Comedy, Drama, Mecha, Military, Sci-Fi, Space",Unknown,13
295,Divergence Eve 2: Misaki Chronicles,6.3,"Adventure, Drama, Mecha, Military, Sci-Fi, Space",Misaki Chronicle:Divergence Eve,13
296,Dragon Drive,6.73,"Action, Sci-Fi, Adventure, Comedy, Fantasy, School, Shounen",Dragon Drive,38
297,Grenadier: Hohoemi no Senshi,6.72,"Action, Ecchi, Adventure, Comedy, Shounen",Grenadier:The Beautiful Warrior,12
298,.hack//Tasogare no Udewa Densetsu,6.6,"Adventure, Comedy, Fantasy, Game, Sci-Fi, Shounen",.hack//Legend Of The Twilight,12
299,.hack//Liminality,6.61,"Game, Mystery, Sci-Fi",.hack//Liminality,4
300,3x3 Eyes,6.77,"Action, Demons, Fantasy, Horror, Romance",3x3 Eyes,4
301,Cinderella Boy,6.32,"Action, Adventure, Mystery, Comedy, Seinen",Unknown,13
302,Mirai Shounen Conan,8.09,"Adventure, Drama, Sci-Fi",Future Boy Conan,26
303,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,6.92,"Comedy, Magic, Supernatural",Oh! My Goddess:The Adventures of Mini-Goddess,48
304,Aa! Megami-sama! Movie,7.57,"Comedy, Magic, Romance, Seinen, Supernatural",Ah! My Goddess:The Movie,1
305,Abashiri Ikka,5.39,"Action, Comedy, Shounen",Unknown,4
306,Abenobashi Mahou☆Shoutengai,7.26,"Comedy, Parody, Ecchi, Fantasy",Magical☆Shopping Arcade Abenobashi,13
307,Kerokko Demetan,6.01,"Kids, Fantasy, Comedy",Adventures On Rainbow Pond,39
308,Zettai Shounen,6.94,"Sci-Fi, Mystery, Drama, Fantasy, Shounen",Unknown,26
309,Akahori Gedou Hour Rabuge,6.16,"Comedy, Magic, Parody",Akahori's Heretical Hour Love Game,13
310,"Chiisana Obake: Acchi, Kocchi, Socchi",5.98,"Comedy, Supernatural",Three Little Ghosts,50
311,Ace wo Nerae!,7.02,"Sports, Drama, Romance, School, Shoujo",Unknown,26
312,Ace wo Nerae!: Final Stage,6.52,"Action, Drama, Sports",Unknown,12
313,Ace wo Nerae! (1979),6.83,"Sports, Drama, Romance, School, Shoujo",Aim for the Ace! (1979),1
314,Ace wo Nerae! 2,6.87,"Drama, Shoujo, Sports",Unknown,13
315,Xiao Qian,6.5,"Action, Drama, Fantasy, Romance",A Chinese Ghost Story,1
316,Nageki no Kenkou Yuuryouji,6.19,"Comedy, Hentai, Yuri","F3:Frantic, Frustrated & Female",3
317,Final Fantasy VII: Advent Children,7.76,"Action, Super Power, Fantasy",Unknown,1
318,Hand Maid May,6.73,"Comedy, Ecchi, Harem, Romance, Sci-Fi",Unknown,10
319,Happy World!,6.02,"Ecchi, Fantasy, Comedy, Romance",Unknown,3
320,A Kite,6.56,"Action, Hentai, Police, Drama",Kite,2
321,Najica Dengeki Sakusen,6.0,"Action, Ecchi, Comedy, Sci-Fi",Najica Blitz Tactics,12
322,Paradise Kiss,7.83,"Comedy, Drama, Josei, Romance, Slice of Life",Paradise Kiss,12
323,Mousou Dairinin,7.68,"Mystery, Dementia, Police, Psychological, Supernatural, Drama, Thriller",Paranoia Agent,13
324,Kidou Keisatsu Patlabor: On Television,7.69,"Comedy, Mecha, Police, Sci-Fi",Patlabor:The Mobile Police - The TV Series,47
325,Peach Girl,7.0,"Slice of Life, Drama, Romance, School, Shoujo",Peach Girl:Super Pop Love Hurricane,25
326,Petshop of Horrors,7.27,"Horror, Josei, Mystery, Supernatural",Pet Shop of Horrors,4
327,Puchi Pri*Yucie,7.42,"Comedy, Magic, Fantasy, Shoujo",Petite Princess Yucie,26
328,Piano (TV),6.02,"Music, Slice of Life, Drama, Romance, Shoujo",Piano:The Melody of a Young Girl's Heart,10
329,Planetes,8.31,"Drama, Romance, Sci-Fi, Seinen, Space",Planetes,26
330,Midori no Hibi,7.28,"Comedy, Drama, Romance, Ecchi, Shounen",Midori Days,13
331,Mahoujin Guruguru,7.61,"Adventure, Comedy, Magic, Fantasy, Shounen",Magical Circle Guru Guru,45
332,Dokidoki♡Densetsu: Mahoujin Guruguru,7.19,"Adventure, Comedy, Magic, Fantasy, Shounen",Magical Circle Guru Guru 2,38
333,Mama wa Shougaku 4 Nensei,7.21,"Comedy, Drama, Sci-Fi",Mama is Just a Fourth Grade Pupil,51
334,Marmalade Boy,7.49,"Comedy, Drama, Romance, Shoujo",Marmalade Boy,76
335,Matantei Loki Ragnarok,7.29,"Comedy, Magic, Mystery, Shounen, Supernatural",Mythical Detective Loki Ragnarok,26
336,Ginyuu Mokushiroku Meine Liebe,6.46,"Fantasy, Shoujo",Unknown,13
337,Psychic Academy,6.24,"Comedy, Romance, Supernatural",Psychic Academy,24
338,Versailles no Bara,8.33,"Military, Historical, Drama, Romance, Shoujo",The Rose of Versailles,40
339,Serial Experiments Lain,8.03,"Dementia, Drama, Mystery, Psychological, Sci-Fi, Supernatural",Serial Experiments Lain,13
340,Mutsu Enmei Ryuu Gaiden: Shura no Toki,7.59,"Action, Historical, Martial Arts, Samurai, Shounen",Time of Shura,26
341,Spiral: Suiri no Kizuna,7.25,"Drama, Mystery, Shounen",Spiral:Bond of Reasoning,25
342,Starship Operators,7.0,"Drama, Military, Sci-Fi, Space",Unknown,13
343,Tsukuyomi: Moon Phase,7.0,"Comedy, Romance, Vampire, Fantasy, Seinen",Tsukuyomi:Moon Phase,25
344,Futatsu no Spica,7.37,"Sci-Fi, Supernatural, Drama, School",Twin Spica,20
345,Eikoku Koi Monogatari Emma,7.67,"Slice of Life, Historical, Drama, Romance, Seinen",Emma:A Victorian Romance,12
346,W: Wish,6.19,"Drama, Harem, Romance, School, Slice of Life",Double Wish,13
347,Wild Arms: Twilight Venom,6.66,"Action, Sci-Fi, Adventure, Magic, Vampire, Fantasy",Wild Arms,22
348,Binzume Yousei,6.45,"Comedy, Fantasy, Magic, Slice of Life",Bottle Fairy,13
349,Magical Canan,6.19,"Supernatural, Drama, Magic, Fantasy",Magical Kanan,13
350,Ojamajo Doremi,7.21,"Comedy, Magic",Magical DoReMi,51
351,Ojamajo Doremi Sharp,7.34,"Comedy, Magic, Shoujo",Unknown,49
352,Motto! Ojamajo Doremi,7.34,"Magic, Fantasy, Comedy, Shoujo",More! Useless Witch Doremi,50
353,Ojamajo Doremi Dokkaan!,7.59,"Comedy, Magic, Shoujo",Useless Witch Doremi Kaboom!,51
354,UG☆Ultimate Girls,5.63,"Comedy, Ecchi, Magic, Sci-Fi",Ultimate Girls,12
355,Shakugan no Shana,7.51,"Action, Drama, Fantasy, Romance, School, Supernatural",Shakugan no Shana:Season I,24
356,Fate/stay night,7.34,"Action, Supernatural, Magic, Romance, Fantasy",Fate/stay night,24
357,Bokusatsu Tenshi Dokuro-chan,6.59,"Comedy, Magic, Ecchi",Bludgeoning Angel Dokuro-chan,4
358,"Iriya no Sora, UFO no Natsu",6.99,"Drama, Romance, Sci-Fi",Unknown,6
359,I'll/CKBC,6.3,"Action, Sports, School, Shounen",I'll/CKBC,2
360,Himiko-den,6.24,"Adventure, Supernatural, Drama, Fantasy",Legend of Himiko,12
361,Memories Off,5.93,"Romance, Drama",Unknown,3
362,Memories Off 2nd,6.3,"Romance, Drama",Unknown,3
363,Memories Off 3.5,6.29,"Romance, Drama",Unknown,4
364,Gallery Fake,7.47,"Mystery, Seinen",Unknown,37
365,Fake,6.54,"Police, Comedy, Romance, Mystery, Shounen Ai",Unknown,1
366,AIKa,5.94,"Action, Ecchi, Adventure, Comedy, Sci-Fi",Agent AIKa,7
367,Akazukin Chacha OVA,7.05,"Comedy, Fantasy, Magic",Unknown,3
368,Bible Black,6.65,Hentai,Unknown,6
369,Boogiepop wa Warawanai,7.17,"Psychological, Supernatural, Dementia, Mystery, Drama, Horror",Boogiepop Phantom,12
370,Burn Up Excess,6.55,"Action, Adventure, Comedy, Ecchi, Police, Sci-Fi, Shounen",Burn Up Excess,13
371,Cardcaptor Sakura Movie 1,7.64,"Comedy, Drama, Magic, Fantasy, Shoujo",Cardcaptor Sakura The Movie,1
372,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,8.22,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo",Card Captor Sakura Movie 2:The Sealed Card,1
373,Bannou Bunka Neko-Musume,6.7,"Sci-Fi, Adventure, Comedy, Mecha, Seinen",All Purpose Cultural Cat Girl Nuku Nuku,6
374,Bannou Bunka Neko-Musume DASH!,6.37,"Action, Comedy, Ecchi, Romance, Sci-Fi",All Purpose Cultural Cat Girl Nuku Nuku Dash!,12
375,Bannou Bunka Neko-Musume (1998),6.53,"Action, Adventure, Comedy, Mecha, Sci-Fi, Seinen",All Purpose Cultural Cat Girl Nuku Nuku TV,12
376,"Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer",7.19,"Horror, Psychological, Supernatural, Drama, Ecchi, Seinen",Elfen Lied:In the Passing Rain,1
377,eX-Driver,6.73,"Action, Adventure, Cars, Comedy, Sci-Fi, Shounen",Unknown,6
378,eX-Driver the Movie,6.64,"Action, Adventure, Cars, Comedy, Sci-Fi, Shounen",Unknown,1
379,Heppoko Jikken Animation Excel♥Saga,7.5,"Comedy, Parody, Sci-Fi, Shounen",Excel Saga,26
380,Fushigi Yuugi OVA,7.16,"Adventure, Fantasy, Romance, Comedy, Historical, Shoujo",Mysterious Play OVA,3
381,Fushigi Yuugi: Dai Ni Bu,7.27,"Adventure, Drama, Fantasy, Historical, Martial Arts, Romance, Shoujo",Mysterious Play OVA 2,6
382,Futari Ecchi,6.37,"Comedy, Ecchi, Romance, Seinen, Slice of Life",Step Up Love Story,4
383,Galaxy Angel,7.03,"Comedy, Sci-Fi",Unknown,24
384,Gantz,7.05,"Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi",Gantz,13
385,Gilgamesh,6.65,"Drama, Fantasy, Sci-Fi, Supernatural",Gilgamesh,26
386,H2,7.27,"Comedy, Sports, Romance, Shounen",Unknown,41
387,Haibane Renmei,7.99,"Slice of Life, Mystery, Psychological, Drama, Fantasy",Haibane Renmei,13
388,Capeta,7.83,"Cars, Shounen, Sports",Unknown,52
389,Karas,7.42,"Action, Sci-Fi, Super Power, Fantasy",Karas,6
390,Suzuka,7.22,"Sports, Drama, Romance, Shounen",Suzuka,26
391,Tales of Phantasia The Animation,6.82,"Adventure, Fantasy, Shounen",Tales of Phantasia,4
392,Yuu☆Yuu☆Hakusho,8.45,"Action, Comedy, Demons, Supernatural, Martial Arts, Shounen",Yu Yu Hakusho:Ghost Files,112
393,Escaflowne,7.08,"Adventure, Drama, Fantasy, Mecha, Romance, Sci-Fi, Shoujo",Escaflowne:A Girl in Gaea,1
394,Ai Yori Aoshi: Enishi,7.16,"Comedy, Drama, Harem, Romance, Slice of Life",Ai Yori Aoshi:Enishi,12
395,Gantz 2nd Stage,7.08,"Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi",Gantz:Second Stage,13
396,Seikai no Senki,7.72,"Action, Military, Romance, Sci-Fi, Space",Banner of the Stars,13
397,Seikai no Senki II,7.84,"Action, Military, Romance, Sci-Fi, Space",Banner of the Stars II,10
398,Seikai no Senki III,7.7,"Action, Military, Romance, Sci-Fi, Space",Unknown,2
399,Seikai no Senki Special,7.26,"Action, Military, Romance, Sci-Fi, Space",Unknown,1
400,Seihou Bukyou Outlaw Star,7.87,"Action, Sci-Fi, Adventure, Space, Comedy",Outlaw Star,24
401,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,8.0,"Romance, Samurai, Historical, Drama, Shounen",Samurai X:Reflection,2
402,Otogi Juushi Akazukin OVA,6.48,"Adventure, Comedy, Magic, Fantasy",Unknown,1
403,Hanaukyou Maid-tai,6.62,"Comedy, Ecchi, Harem, Romance",Unknown,12
404,Bastard!!: Ankoku no Hakaishin,6.75,"Action, Adventure, Comedy, Ecchi, Fantasy, Seinen",Bastard!!,6
405,Blood: The Last Vampire,6.91,"Horror, Supernatural, Vampire",Blood:The Last Vampire,1
406,Buzzer Beater,6.56,"Shounen, Sports",Unknown,13
407,Tantei Gakuen Q,7.76,"Comedy, Drama, Mystery, Police, Shounen",Detective School Q,45
408,Final Fantasy VII: Last Order,7.33,"Action, Adventure, Drama, Fantasy, Sci-Fi",Final Fantasy VII:Last Order,1
411,Gun x Sword,7.28,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",Gun x Sword,26
412,Kore ga Watashi no Goshujinsama,6.56,"Comedy, Ecchi, Slice of Life",He is My Master,12
413,Hametsu no Mars,2.23,"Sci-Fi, Horror",Mars of Destruction,1
415,Tonari no Yamada-kun,7.19,"Slice of Life, Comedy",My Neighbors the Yamadas,1
416,Kurenai no Buta,7.98,"Action, Military, Adventure, Comedy, Historical, Drama, Romance",Porco Rosso,1
417,Ragnarök The Animation,6.47,"Action, Magic, Fantasy",Ragnarok the Animation,26
418,Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,7.26,"Adventure, Comedy, Shounen","Ranma ½:Big Trouble in Nekonron, China",1
419,Samurai Deeper Kyou,6.92,"Adventure, Comedy, Historical, Supernatural, Samurai, Shounen",Samurai Deeper Kyo,26
420,Spriggan,6.68,"Adventure, Military, Sci-Fi, Shounen",Spriggan,1
421,Stratos 4,6.66,"Comedy, Military, Sci-Fi, Shounen",Unknown,13
422,Stratos 4 OVA,6.73,"Comedy, Military, Sci-Fi, Shounen",Unknown,2
423,Stratos 4 Advance,6.85,"Comedy, Military, Sci-Fi, Shounen",Unknown,6
424,Dirty Pair,7.18,"Adventure, Comedy, Police, Sci-Fi",Dirty Pair,24
425,Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,6.44,"Comedy, Sports, Shounen Ai",Araiso Private High School Student Council Executive Committee,2
426,Final Fantasy,6.12,"Action, Adventure, Comedy, Fantasy",Legend of the Crystals:Final Fantasy,4
427,Kaleido Star,7.94,"Comedy, Sports, Drama, Fantasy, Shoujo",Kaleido Star,51
428,Kaleido Star: Aratanaru Tsubasa - Extra Stage,7.52,"Adventure, Comedy, Sports, Drama, Shoujo",Kaleido Star:New Wings Extra Stage,1
429,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,7.88,"Comedy, Drama, Shoujo",Kaleido Star:Legend of Phoenix - The Layla Hamilton Story,1
430,Fullmetal Alchemist: The Conqueror of Shamballa,7.57,"Military, Comedy, Historical, Drama, Fantasy, Shounen",Fullmetal Alchemist:The Movie - Conqueror of Shamballa,1
431,Howl no Ugoku Shiro,8.67,"Adventure, Drama, Fantasy, Romance",Howl's Moving Castle,1
432,Iria: Zeiram The Animation,7.07,"Action, Adventure, Space, Sci-Fi",Iria:Zeiram The Animation,6
433,"Kumo no Mukou, Yakusoku no Basho",7.56,"Drama, Military, Romance, Sci-Fi",The Place Promised in Our Early Days,1
434,Legend of Lemnear: Kyokuguro no Tsubasa Valkisas,5.55,"Action, Adventure, Fantasy",Legend of Lemnear,1
435,Magic Knight Rayearth,7.46,"Adventure, Comedy, Drama, Fantasy, Magic, Mecha, Romance, Shoujo",Magic Knight Rayearth,20
437,Perfect Blue,8.48,"Dementia, Drama, Horror, Psychological",Perfect Blue,1
438,Phantom The Animation,6.54,"Action, Drama, Shounen",Phantom:The Animation,3
439,RG Veda,6.14,"Adventure, Drama, Fantasy",RG Veda,2
440,Shoujo Kakumei Utena,8.2,"Comedy, Drama, Fantasy, Mystery, Psychological, Shoujo",Revolutionary Girl Utena,39
441,Shoujo Kakumei Utena: Adolescence Mokushiroku,7.6,"Dementia, Drama, Fantasy, Romance, Shoujo, Shoujo Ai",Revolutionary Girl Utena:The Adolescence of Utena,1
442,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,7.1,"Adventure, Comedy, Historical, Supernatural, Drama, Shounen",Naruto the Movie:Ninja Clash in the Land of Snow,1
443,Onegai☆Teacher: Himitsu na Futari,7.32,"Comedy, Ecchi, Romance, Sci-Fi",Unknown,1
444,Maria-sama ga Miteru: Haru,7.68,"Drama, Romance, School, Shoujo, Shoujo Ai",Maria Watches Over Us:Printemps,13
445,Tales of Eternia The Animation,6.21,"Adventure, Comedy, Romance, Fantasy",Tales of Eternia,13
446,Weiß Kreuz Glühen,6.59,"Action, Drama, Shounen",Knight Hunters Eternity,13
447,Weiß Kreuz,6.73,"Action, Drama, Shounen",Knight Hunters,25
448,Tenjou Tenge: The Ultimate Fight,7.06,"Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural",Tenjho Tenge:The Ultimate Fight,2
449,InuYasha Movie 4: Guren no Houraijima,7.54,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Drama, Magic, Romance, Fantasy, Shounen",InuYasha the Movie 4:Fire on the Mystic Island,1
450,InuYasha Movie 2: Kagami no Naka no Mugenjo,7.66,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Drama, Magic, Romance, Fantasy, Shounen",InuYasha the Movie 2:The Castle Beyond the Looking Glass,1
451,InuYasha Movie 3: Tenka Hadou no Ken,7.8,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Drama, Magic, Romance, Fantasy, Shounen",InuYasha the Movie 3:Swords of an Honorable Ruler,1
452,InuYasha Movie 1: Toki wo Koeru Omoi,7.56,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Drama, Magic, Romance, Fantasy, Shounen",InuYasha the Movie:Affections Touching Across Time,1
454,.hack//Gift,6.16,"Comedy, Fantasy, Game",.hack//Gift,1
455,Fantastic Children,7.55,"Adventure, Fantasy, Mystery, Romance, Sci-Fi, Thriller",Fantastic Children,26
456,Gokujou Seitokai,6.94,"Comedy, School, Slice of Life",Best Student Council,26
457,Mushishi,8.69,"Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen",Mushi-Shi,26
458,Buttobi!! CPU,6.24,"Comedy, Ecchi, Magic, Sci-Fi, Seinen",I Dream of Mimi,3
459,One Piece Movie 1,7.1,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen",Unknown,1
460,One Piece Movie 2: Nejimaki-jima no Daibouken,7.17,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen",One Piece:Clockwork Island Adventure,1
461,One Piece Movie 3: Chinjuu-jima no Chopper Oukoku,6.99,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen",One Piece:Chopper Kingdom of Strange Animal Island,1
462,One Piece Movie 4: Dead End no Bouken,7.59,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen",One Piece:Dead End,1
463,One Piece Movie 5: Norowareta Seiken,7.23,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen",One Piece:The Curse of the Sacred Sword,1
464,One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,7.7,"Adventure, Comedy, Fantasy, Shounen",One Piece:Baron Omatsuri and the Secret Island,1
465,One Piece Movie 7: Karakuri-jou no Mecha Kyohei,7.28,"Adventure, Comedy, Fantasy, Shounen",Unknown,1
466,One Piece: Taose! Kaizoku Ganzack,6.76,"Action, Adventure, Fantasy, Comedy, Super Power, Shounen",One Piece:Defeat the Pirate Ganzack!,1
467,Koukaku Kidoutai: Stand Alone Complex,8.45,"Action, Military, Sci-Fi, Police, Mecha, Seinen",Ghost in the Shell:Stand Alone Complex,26
468,Innocence,7.82,"Military, Sci-Fi, Police, Psychological, Mecha",Ghost in the Shell 2:Innocence,1
469,Karin,7.17,"Comedy, Romance, Vampire, School, Shounen",Karin,24
470,Okusama wa Joshikousei (TV),6.34,"Slice of Life, Comedy, Romance, Drama",My Wife is a High School Girl,13
471,To Heart 2,6.52,"Comedy, Drama, Harem, Romance, School, Slice of Life",To Heart 2,13
472,To Heart,6.6,"Drama, Harem, Romance, School, Slice of Life",To Heart,13
473,Tide-Line Blue,6.66,"Action, Military, Adventure, Drama, Shounen",Unknown,12
474,Macross Plus,7.72,"Drama, Mecha, Military, Romance, Sci-Fi, Space",Unknown,4
475,Hotori: Tada Saiwai wo Koinegau,6.93,"Drama, Sci-Fi",Unknown,1
476,Ginban Kaleidoscope,7.34,"Sports, Supernatural, Drama, Romance",Skating Rink Kaleidoscope,12
477,Aria the Animation,7.69,"Sci-Fi, Slice of Life, Fantasy, Shounen",Aria the Animation,13
478,Sousei no Aquarion,7.11,"Action, Mecha, Romance, Super Power, Supernatural, Sci-Fi",Aquarion,26
479,Ueki no Housoku,7.76,"Action, Adventure, Comedy, Super Power, Supernatural, Drama, Shounen",The Law of Ueki,51
481,Yu☆Gi☆Oh! Duel Monsters,7.47,"Adventure, Game, Shounen",Yu-Gi-Oh!,224
482,Yu☆Gi☆Oh!: Duel Monsters GX,7.16,"Action, Game, Comedy, Fantasy, Shounen",Yu-Gi-Oh! GX,180
483,Kurau Phantom Memory,7.35,"Action, Sci-Fi, Space, Super Power, Drama",Unknown,24
484,Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,7.35,"Adventure, Shounen, Supernatural",Saiyuki:Requiem,1
485,Damekko Doubutsu,7.29,"Slice of Life, Comedy",Unknown,26
486,Kino no Tabi: The Beautiful World,8.34,"Action, Adventure, Psychological, Slice of Life",Kino's Journey,13
487,Girls Bravo: Second Season,6.68,"Harem, Comedy, Romance, Ecchi, Fantasy, School, Shounen",Girls Bravo:Second Season,13
488,Ichigo Mashimaro,7.66,"Slice of Life, Comedy",Strawberry Marshmallow,12
489,Kamichu!,7.4,"Comedy, Drama, Slice of Life, Supernatural",Kamichu!,12
490,Paniponi Dash!,7.45,"Comedy, Parody, School",Pani Poni Dash!,26
492,Armitage III: Dual-Matrix,6.86,"Action, Sci-Fi, Adventure, Mecha",Unknown,1
493,Armitage III: Poly-Matrix,7.08,"Action, Military, Sci-Fi, Adventure, Police, Romance, Mecha",Unknown,1
495,Bakuretsu Hunters,6.71,"Adventure, Comedy, Ecchi, Fantasy, Magic, Shounen, Supernatural",Sorcerer Hunters,26
496,Kamui no Ken,6.63,"Adventure, Historical, Drama, Fantasy, Shounen",Unknown,1
497,Yami to Boushi to Hon no Tabibito,6.58,"Adventure, Ecchi, Fantasy, Magic, Mystery, Shoujo Ai","Yamibo:Darkness, The Hat and the Travelers of the Books",13
498,Haja Taisei Dangaiou,6.13,"Action, Sci-Fi, Adventure, Mecha",Great Planet Evil-Destroyer Dangaio,3
499,Makai Toshi Shinjuku,6.17,"Adventure, Horror, Romance, Shounen, Supernatural",Demon City Shinjuku,1
501,Doraemon,7.36,"Adventure, Comedy, Fantasy, Kids, Shounen",Unknown,26
502,Dragon Ball Movie 1: Shen Long no Densetsu,6.83,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Dragon Ball:Curse of the Blood Rubies,1
503,Eien no Aselia,5.51,"Adventure, Drama, Fantasy",The Eternal Aseria,2
504,Fatal Fury: The Motion Picture,6.59,"Action, Adventure, Drama, Martial Arts, Romance, Shounen",Fatal Fury:The Motion Picture,1
